ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
3965189,Female,Yes,39,Yes,Artist,5,Average,2,Cat_6
3569187,Male,Yes,26,Yes,Artist,1,Average,3,Cat_6
3945537,Female,Yes,50,Yes,Entertainment,7,Low,3,Cat_6
4082712,Female,Yes,45,Yes,Artist,1,Average,2,Cat_6
4044486,Female,No,62,No,Entertainment,2,Low,1,Cat_6
3551113,Female,No,27,Yes,Doctor,1,Low,3,Cat_6
4114674,Male,Yes,57,Yes,Entertainment,1,Low,,Cat_6
3764519,Female,Yes,30,No,Engineer,1,Average,7,Cat_4
3655979,Male,No,32,No,Healthcare,7,Low,4,Cat_3
3822879,Male,No,18,,Executive,,Low,5,Cat_4
4201383,Male,No,47,No,Artist,3,Low,3,Cat_5
4117390,Female,No,32,Yes,Artist,4,Low,4,Cat_2
3838848,Female,Yes,32,No,Engineer,5,Low,3,Cat_1
3879301,Male,Yes,67,Yes,Doctor,1,Average,4,Cat_6
3993164,Female,Yes,77,Yes,Lawyer,0,High,2,Cat_6
3858997,Male,Yes,79,No,,0,Average,2,
3526573,Male,No,31,No,Entertainment,1,Low,1,Cat_4
4083384,Male,Yes,42,Yes,Artist,0,Low,3,Cat_4
4196033,Female,No,18,No,,0,Low,6,Cat_6
3362090,Male,Yes,50,Yes,Artist,1,Average,4,Cat_2
3437242,Male,Yes,71,Yes,Artist,0,Average,5,Cat_6
3761713,Female,Yes,72,No,Lawyer,1,Low,3,Cat_6
3815878,Male,Yes,47,Yes,Artist,,Low,3,Cat_6
3905470,Male,Yes,45,Yes,Artist,9,Average,2,Cat_6
4144803,Female,No,40,No,Engineer,9,Low,5,Cat_4
3825478,Female,No,36,Yes,Engineer,4,Low,1,Cat_6
3337637,Female,No,42,Yes,Artist,,Low,1,Cat_6
3411647,Male,No,30,No,Healthcare,4,Low,4,Cat_6
4114232,Female,No,29,Yes,Healthcare,2,Low,4,Cat_4
3392616,Male,No,28,Yes,Engineer,0,Low,5,Cat_4
3273850,Male,,22,No,Healthcare,,Low,2,Cat_6
3287209,Male,Yes,85,No,Lawyer,,Low,1,Cat_6
4056189,Female,Yes,40,Yes,Artist,1,Average,2,Cat_6
4186737,Female,Yes,52,Yes,Artist,14,Average,2,Cat_6
3662212,Male,Yes,47,Yes,Artist,0,Low,,Cat_6
3561420,Male,No,26,No,Artist,6,Low,6,Cat_5
3431323,Female,No,55,Yes,Marketing,3,Low,1,Cat_6
3618239,Female,No,20,No,Doctor,4,Low,4,Cat_6
3841621,Female,Yes,87,Yes,Lawyer,0,High,2,Cat_6
3603525,Male,No,28,No,Healthcare,0,Low,2,Cat_4
3923813,Male,No,38,No,Artist,2,Low,2,Cat_3
3376898,Male,Yes,42,No,Entertainment,1,Low,2,Cat_4
3668036,Male,Yes,42,No,Marketing,0,High,6,Cat_4
3528327,Female,No,29,No,Engineer,1,Low,4,Cat_6
3349505,Male,No,32,Yes,Doctor,0,Low,4,Cat_6
3365702,Male,Yes,38,No,Executive,,High,5,Cat_4
3922381,Female,Yes,59,No,Artist,1,High,2,Cat_6
3696880,Male,No,22,No,Healthcare,0,Low,2,Cat_3
4168697,Female,No,26,No,Homemaker,9,Low,,Cat_4
3453451,Female,Yes,78,Yes,Artist,1,High,2,Cat_6
3792514,Female,No,32,Yes,Healthcare,0,Low,3,Cat_4
4186651,Male,Yes,37,Yes,Artist,0,Average,4,Cat_7
4213528,Male,Yes,37,Yes,Healthcare,1,High,4,Cat_6
3299046,Male,No,67,No,Lawyer,,Low,2,Cat_6
4063890,Male,Yes,47,No,Artist,0,High,4,Cat_6
4038904,Female,Yes,68,Yes,Lawyer,0,High,2,Cat_6
3934086,Male,No,30,Yes,Healthcare,3,Low,5,Cat_1
4001367,Female,Yes,48,Yes,Entertainment,2,Low,1,Cat_1
3779473,Female,No,43,Yes,Artist,6,Low,1,Cat_6
3963068,Male,Yes,33,Yes,Healthcare,9,Low,2,Cat_6
3319293,Male,Yes,31,No,Healthcare,0,Average,5,Cat_4
3471914,Male,Yes,32,Yes,Healthcare,1,Low,2,Cat_6
3951962,Female,No,21,No,Healthcare,1,Low,4,Cat_2
4015485,Female,No,29,No,Homemaker,2,Low,4,Cat_3
3556560,Female,Yes,35,Yes,Artist,1,Low,2,Cat_4
3633911,Male,Yes,46,No,Artist,0,Low,3,Cat_4
3451998,Female,Yes,38,Yes,Artist,9,High,2,Cat_2
3615277,Female,No,32,Yes,Healthcare,1,Low,3,Cat_6
3767145,Female,No,28,Yes,Artist,3,Low,7,Cat_2
3752975,Female,Yes,68,Yes,Lawyer,3,Low,1,Cat_6
3768573,Female,Yes,45,Yes,Artist,4,Low,1,Cat_6
3667360,Male,Yes,58,Yes,Artist,0,Average,3,Cat_7
3477898,Male,No,28,No,Entertainment,1,Low,2,Cat_7
3907328,Female,No,32,No,Healthcare,12,Low,3,Cat_6
3565491,Male,No,30,Yes,Doctor,1,Low,1,Cat_3
3733251,Female,Yes,42,No,Homemaker,3,Average,4,Cat_6
3431965,Male,No,22,No,,,Low,6,Cat_1
3788019,Male,No,41,Yes,Artist,,Low,3,Cat_6
3861548,Female,No,18,No,Healthcare,6,Low,4,Cat_7
3971649,Female,Yes,29,Yes,Healthcare,8,Low,3,Cat_3
3667247,Female,No,33,Yes,Healthcare,0,Low,3,Cat_6
4029691,Male,No,47,No,Artist,1,Low,,Cat_4
3349806,Female,Yes,57,Yes,Doctor,1,Low,2,Cat_7
3787733,Male,Yes,36,Yes,Executive,1,Low,3,Cat_6
4072248,Male,Yes,57,Yes,Executive,1,High,3,Cat_6
4053916,Male,No,18,No,Healthcare,1,Low,2,Cat_6
4072081,Male,,52,Yes,Artist,1,Average,5,Cat_4
3979148,Male,Yes,52,Yes,Artist,1,Average,6,Cat_6
4154857,Male,No,51,,Artist,6,Low,4,Cat_4
3547314,Female,Yes,37,Yes,Entertainment,0,Average,2,Cat_1
3465611,Male,No,36,Yes,Marketing,0,Low,1,Cat_6
3494703,Female,No,29,Yes,Healthcare,9,Low,3,Cat_4
4117778,Male,Yes,45,Yes,Artist,1,Average,4,Cat_3
4211469,Male,No,61,Yes,Artist,0,Low,1,Cat_6
4205990,Male,Yes,52,Yes,Entertainment,1,Average,4,Cat_6
3894780,Female,Yes,49,Yes,Homemaker,14,Low,1,Cat_6
3572735,Male,Yes,40,Yes,Entertainment,,Average,2,Cat_4
4094791,Female,No,31,No,Healthcare,1,Low,5,Cat_4
3805286,Male,Yes,42,No,Entertainment,1,Low,3,Cat_4
3948402,Male,Yes,51,Yes,Engineer,1,Average,5,Cat_6
3921616,Female,No,42,Yes,Healthcare,8,Low,1,Cat_7
3641969,Male,No,29,Yes,Doctor,1,Low,4,Cat_6
3904152,Female,No,33,Yes,Healthcare,8,Low,1,Cat_4
3677039,Male,No,27,Yes,Healthcare,,Low,3,Cat_6
3916607,Female,No,21,No,Healthcare,0,Low,4,Cat_2
3796652,Male,Yes,35,No,Artist,9,Average,3,Cat_6
3841833,Female,No,42,Yes,Doctor,0,Low,1,Cat_6
4032455,Female,No,41,Yes,Artist,2,Low,1,Cat_6
3911348,Male,No,39,Yes,Artist,0,Low,3,Cat_6
4084174,Female,No,28,No,Doctor,14,Low,1,Cat_6
3664334,Female,Yes,45,Yes,Engineer,3,Average,,Cat_3
4065059,Female,Yes,61,Yes,Doctor,1,Average,2,Cat_6
3736784,Male,Yes,62,Yes,Artist,0,Average,4,Cat_6
4083532,Male,Yes,65,Yes,Entertainment,1,Average,2,Cat_6
3508680,Male,Yes,45,Yes,Doctor,1,Average,2,Cat_3
3989870,Female,Yes,26,Yes,Engineer,9,Low,2,Cat_6
3433356,Female,No,25,Yes,Artist,4,Low,5,Cat_6
4154609,Female,Yes,45,Yes,Artist,1,Average,4,Cat_7
4045387,Male,Yes,43,No,Executive,0,High,4,Cat_6
4158151,Male,Yes,49,Yes,Executive,1,High,3,Cat_6
4162778,Male,Yes,55,Yes,Artist,1,Average,2,Cat_6
3933300,Female,No,37,Yes,Artist,3,Low,1,Cat_6
3917661,Male,Yes,65,Yes,Entertainment,1,High,2,Cat_6
3394317,Female,No,32,No,,10,Low,5,Cat_6
4186455,Female,No,39,No,Engineer,0,Low,3,Cat_4
3783508,Female,Yes,40,Yes,Artist,2,Average,2,Cat_6
3909359,Male,Yes,72,Yes,Entertainment,1,Average,3,Cat_6
3642495,Female,No,38,No,Homemaker,5,Low,1,Cat_2
3647719,Male,No,26,No,Marketing,0,Low,5,Cat_6
4211189,Male,No,30,Yes,Doctor,1,Low,3,Cat_4
4198987,Male,Yes,51,Yes,Homemaker,1,Low,,Cat_4
4029980,Male,No,57,Yes,Marketing,1,Low,4,Cat_7
3765908,Female,No,31,Yes,Healthcare,1,Low,1,Cat_6
4003150,Male,No,39,Yes,Artist,0,Low,1,Cat_6
3361749,Female,No,30,No,Engineer,0,Low,4,Cat_4
4201259,Female,Yes,43,No,Artist,0,Average,3,Cat_4
3397541,Male,No,27,Yes,Healthcare,8,Low,1,Cat_3
3789029,Female,Yes,46,No,Artist,0,Average,4,Cat_3
3427514,Male,Yes,43,No,Artist,1,Low,2,Cat_6
4224956,Male,Yes,69,Yes,Lawyer,,Low,1,
3898606,Male,Yes,28,No,Entertainment,8,Average,4,Cat_7
4067261,Male,No,43,Yes,Entertainment,9,Low,1,Cat_6
4177973,Female,No,27,No,Healthcare,,Low,5,Cat_7
3902891,Female,No,28,Yes,Healthcare,1,Low,3,Cat_6
3857387,Male,No,33,No,Artist,,Low,4,Cat_6
3622776,Female,No,30,No,Engineer,0,Low,1,
3291955,Male,No,58,No,Healthcare,4,Low,2,Cat_6
3443160,Female,No,38,Yes,Engineer,8,Low,4,Cat_6
4062454,Female,No,31,Yes,Artist,1,Low,4,Cat_6
3353913,Male,Yes,32,No,Executive,4,Average,5,Cat_4
3557705,Male,Yes,45,Yes,Artist,4,Average,4,Cat_6
4107108,Male,Yes,66,Yes,Artist,1,Low,3,Cat_6
4191674,Female,Yes,51,Yes,Artist,1,Average,3,Cat_6
3517369,Female,Yes,59,Yes,Artist,,Average,2,Cat_6
3499566,Female,No,40,Yes,Engineer,,Low,1,Cat_3
3333421,Male,Yes,46,Yes,Artist,11,Average,5,Cat_6
3938199,Male,No,20,No,Healthcare,1,Low,6,Cat_4
3884879,Female,Yes,84,No,Lawyer,1,High,2,Cat_6
3536007,Female,No,41,Yes,Marketing,,Low,1,Cat_6
4161557,Male,Yes,51,No,Artist,,Average,3,Cat_6
3567217,Male,Yes,57,Yes,Entertainment,8,Average,5,Cat_2
3502012,Female,No,33,No,Doctor,0,Low,1,Cat_6
4209838,Male,No,25,No,Marketing,3,Low,3,Cat_5
3736379,Male,Yes,55,Yes,Artist,,Average,3,Cat_4
3557293,Female,Yes,56,Yes,Executive,,High,4,Cat_1
4064588,Male,Yes,77,Yes,Lawyer,1,Low,1,Cat_6
3451524,Male,Yes,30,Yes,Healthcare,1,Low,2,Cat_6
3758493,Male,No,23,No,Healthcare,6,Low,5,Cat_4
3612924,Female,No,43,Yes,Artist,2,Low,4,Cat_6
3596163,Male,No,39,Yes,Entertainment,5,Low,1,Cat_6
4118140,Male,Yes,29,No,Executive,1,High,2,Cat_6
3819049,Male,Yes,37,Yes,Doctor,,Low,2,Cat_6
3444478,Female,Yes,45,No,Engineer,2,Low,2,Cat_6
3602690,Male,Yes,48,No,Executive,2,High,2,Cat_2
4107383,Male,Yes,27,No,Entertainment,0,Average,4,Cat_6
3561889,Female,Yes,60,No,Entertainment,9,Low,4,Cat_3
3412360,Male,Yes,45,Yes,Entertainment,4,Average,3,Cat_2
3703021,Male,No,31,Yes,Healthcare,,Low,1,Cat_6
3364656,Male,No,33,No,Doctor,1,Low,4,Cat_4
3862810,Male,,18,No,,6,High,4,Cat_3
3501354,Female,Yes,48,Yes,Artist,,Average,3,Cat_6
3465707,Female,Yes,83,No,Lawyer,,Low,2,Cat_6
4058370,Male,Yes,57,Yes,Executive,,Low,4,Cat_2
3732053,Male,No,26,Yes,Healthcare,,Low,3,Cat_1
3695222,Male,Yes,51,Yes,Artist,8,Low,5,Cat_6
3477420,Male,Yes,67,No,Executive,2,High,1,Cat_6
3926856,Male,Yes,38,Yes,Artist,9,Average,2,Cat_6
3715556,Female,No,40,Yes,Doctor,0,Low,1,Cat_6
3345337,Female,Yes,45,Yes,Artist,5,Average,2,Cat_6
3348817,Male,Yes,48,Yes,Artist,0,Average,4,Cat_6
3391405,Female,Yes,69,No,Lawyer,0,Average,2,Cat_6
3807742,Male,No,21,No,Healthcare,9,Low,5,Cat_6
3296191,Female,Yes,48,No,Engineer,1,High,,Cat_6
3403075,Female,No,18,No,Healthcare,,Low,3,Cat_3
4165849,Male,Yes,72,Yes,Artist,0,Low,3,Cat_4
3347443,Male,Yes,85,No,Lawyer,,Low,1,Cat_6
3949121,Female,No,21,No,Marketing,1,Low,5,Cat_4
3831657,Female,Yes,48,Yes,Artist,1,Low,1,Cat_4
3474112,Female,No,37,Yes,Entertainment,6,Low,,Cat_6
3628280,Male,No,28,No,Healthcare,1,Low,5,Cat_4
4029982,Male,Yes,55,Yes,Entertainment,1,Low,2,Cat_6
3928905,Female,No,56,Yes,Artist,0,Low,2,Cat_6
3925512,Male,Yes,50,Yes,Doctor,1,Low,2,Cat_6
3516384,Male,No,21,No,Healthcare,1,Low,4,Cat_6
3488015,Male,No,18,No,Healthcare,0,Low,6,Cat_6
3746966,Male,Yes,68,Yes,Lawyer,0,High,2,Cat_6
3282236,Male,Yes,47,Yes,Artist,13,Low,1,Cat_6
3726497,Male,Yes,75,No,Lawyer,1,High,2,Cat_6
4178617,Male,Yes,50,Yes,Artist,3,Average,4,Cat_2
3619621,Male,No,31,Yes,Healthcare,0,Low,4,Cat_6
4212723,Female,No,30,Yes,Artist,0,Low,3,Cat_6
3279341,Female,Yes,41,Yes,Artist,0,Low,4,Cat_6
3835474,Male,Yes,41,,Executive,6,High,2,Cat_3
3288147,Female,Yes,35,No,Healthcare,2,Low,1,Cat_6
3735438,Male,Yes,37,Yes,Healthcare,0,Low,1,Cat_6
3339253,Male,Yes,60,Yes,Entertainment,0,Low,,Cat_6
3479421,Male,Yes,50,Yes,Doctor,0,Average,3,Cat_6
4193167,Male,Yes,36,Yes,Artist,0,Average,2,Cat_6
4144162,Female,No,26,No,Marketing,3,Low,3,Cat_3
4165341,Male,Yes,62,No,,7,High,2,Cat_6
3688600,Male,No,22,No,Healthcare,0,Low,4,Cat_4
3366085,Female,No,19,No,Healthcare,0,Low,3,Cat_6
3771479,Female,Yes,45,Yes,Artist,0,Average,5,Cat_6
3602107,Female,No,31,No,Doctor,0,Low,4,Cat_6
4059384,Male,Yes,56,Yes,Artist,0,Average,3,Cat_4
4205179,Female,Yes,62,,Lawyer,8,Low,5,Cat_6
3313174,Female,No,25,Yes,Healthcare,1,Low,3,Cat_6
4115958,Female,Yes,73,Yes,Lawyer,1,Low,1,Cat_6
3338180,Male,Yes,62,Yes,Doctor,1,Average,4,Cat_3
3572679,Male,Yes,46,No,Entertainment,0,Average,3,Cat_6
3962867,Female,Yes,51,Yes,Artist,,Low,,Cat_3
3419443,Male,Yes,25,Yes,Executive,1,High,2,Cat_6
3414103,Male,Yes,66,,Executive,0,High,2,Cat_6
4168701,Male,No,27,Yes,Marketing,1,Low,2,Cat_3
3976109,Male,Yes,87,No,Executive,1,Low,2,Cat_6
3925587,Female,Yes,47,Yes,Artist,0,Low,1,Cat_1
3929342,Male,Yes,57,Yes,Artist,1,Average,4,Cat_6
3682845,Male,Yes,60,Yes,Artist,0,Average,4,Cat_3
4054920,Male,Yes,40,Yes,Executive,,High,5,Cat_6
3487484,Female,No,32,Yes,Doctor,7,Low,,Cat_2
3385207,Male,No,28,Yes,Healthcare,2,Low,3,Cat_6
4187846,Male,No,39,Yes,Doctor,4,Low,3,Cat_6
3588729,Female,No,47,Yes,Marketing,9,Low,1,Cat_6
3491943,Female,No,39,Yes,,8,Low,,Cat_6
3688283,Male,No,28,No,Entertainment,1,Low,,Cat_3
3451419,Male,Yes,69,Yes,Artist,0,Average,3,Cat_6
3588025,Female,No,42,Yes,Artist,0,Low,1,Cat_6
3838695,Female,Yes,46,Yes,Engineer,1,Low,1,Cat_6
3707565,Female,No,23,No,Marketing,3,Low,3,Cat_6
4016162,Male,No,45,Yes,Artist,1,Low,5,Cat_6
3865303,Female,Yes,38,Yes,Doctor,1,Average,4,Cat_6
3516552,Female,Yes,71,No,Lawyer,1,High,3,Cat_6
3455338,Female,No,26,No,Doctor,0,Low,2,Cat_6
3302849,Female,Yes,60,Yes,Artist,8,High,2,Cat_6
3646801,Female,Yes,46,Yes,Artist,1,Average,2,Cat_6
3753003,Male,Yes,39,Yes,Entertainment,1,Average,4,Cat_3
3838878,Female,No,18,No,Healthcare,1,Low,3,Cat_6
3842372,Male,Yes,26,Yes,Doctor,1,Average,2,Cat_7
3777107,Male,Yes,53,Yes,Artist,1,High,2,Cat_6
3611581,Male,Yes,40,Yes,Entertainment,1,Average,2,Cat_3
4177888,Male,Yes,76,No,Executive,,Low,7,Cat_4
3838364,Male,Yes,26,Yes,Entertainment,0,Average,3,Cat_3
3962335,Female,Yes,65,Yes,Artist,0,Average,2,Cat_6
4084530,Female,No,37,Yes,Artist,12,Low,2,Cat_6
4086621,Male,No,25,No,Healthcare,0,Low,4,Cat_3
3937522,Female,No,21,No,Engineer,0,Low,5,Cat_2
3387120,Female,No,25,No,Healthcare,0,Low,4,Cat_2
3574265,Male,No,23,No,Healthcare,4,Low,5,Cat_6
3988801,Female,No,30,Yes,Healthcare,1,Low,6,Cat_3
3462347,Female,No,30,No,Doctor,0,Low,4,Cat_6
3432741,Male,Yes,42,No,Entertainment,0,Average,4,Cat_4
4208242,Female,Yes,81,No,Lawyer,,High,2,Cat_6
4027746,Male,Yes,49,Yes,Entertainment,1,Average,5,Cat_6
3321494,Male,No,32,No,Healthcare,0,Low,3,Cat_2
3886223,Female,Yes,43,Yes,Artist,,Average,4,Cat_2
4049539,Male,Yes,26,No,Executive,9,High,4,Cat_6
3417332,Female,No,67,No,Artist,1,Low,2,Cat_6
3387886,Male,Yes,88,No,Executive,0,Low,1,Cat_6
3325596,Female,No,40,Yes,Healthcare,8,Low,4,Cat_2
3489945,Female,,48,Yes,Artist,0,Low,4,Cat_2
4071896,Male,No,18,No,Healthcare,7,Low,3,Cat_1
3989408,Male,Yes,39,Yes,,5,Average,3,Cat_6
3698005,Male,Yes,61,Yes,Entertainment,7,High,5,Cat_6
3462530,Female,Yes,51,Yes,Artist,,High,4,Cat_6
4005984,Female,Yes,25,No,Engineer,0,Average,2,Cat_4
3511007,Male,No,35,Yes,Artist,6,Low,3,Cat_6
3455980,Male,Yes,46,No,Executive,0,High,2,Cat_6
3688964,Female,Yes,53,No,Homemaker,2,High,3,Cat_6
3581912,Male,Yes,48,Yes,Entertainment,9,Low,1,Cat_6
3793132,Male,Yes,75,Yes,Lawyer,1,Low,2,Cat_6
3409910,Male,No,23,No,Healthcare,1,Low,3,Cat_4
3962719,Male,No,29,No,Doctor,1,Low,2,Cat_6
3696204,Male,Yes,46,No,Artist,0,Low,2,Cat_6
4209971,Female,No,61,Yes,Marketing,1,Low,1,Cat_6
4103782,Female,No,37,No,Artist,1,Low,1,Cat_6
4044481,Female,No,23,No,Healthcare,6,Low,5,Cat_2
3839255,Male,No,21,No,Healthcare,,Low,8,Cat_6
4189385,Female,No,33,No,Healthcare,7,Low,4,Cat_5
3609676,Male,Yes,74,No,Executive,0,Low,,
3273587,Male,No,41,No,Entertainment,0,Low,2,Cat_6
3854715,Female,Yes,58,Yes,Engineer,,High,4,Cat_6
4142695,Male,Yes,25,Yes,Entertainment,8,Average,2,Cat_6
3315999,Male,No,33,No,Marketing,2,Low,3,Cat_6
3377739,Male,Yes,43,No,Doctor,0,Low,2,Cat_6
3886658,Male,Yes,25,No,Executive,1,Low,2,Cat_4
4056943,Female,No,26,No,Engineer,0,Low,1,Cat_6
3824084,Male,No,22,No,Healthcare,1,Low,5,Cat_6
3528249,Male,Yes,28,No,Artist,0,Average,2,Cat_6
3538363,Female,No,36,Yes,Entertainment,7,Low,1,Cat_6
4162825,Female,No,28,No,Healthcare,1,Low,3,Cat_4
3426696,Male,Yes,85,Yes,Artist,1,High,4,Cat_6
3389210,Male,No,30,Yes,Entertainment,0,Low,,Cat_6
3281768,Male,Yes,43,Yes,Healthcare,7,High,2,Cat_6
4065870,Male,Yes,82,No,Executive,1,High,2,Cat_6
3983834,Male,,48,Yes,Executive,,High,5,Cat_6
3307754,Female,No,18,No,Healthcare,3,Low,3,Cat_2
4149054,Male,Yes,53,Yes,Engineer,1,Low,2,Cat_3
3502832,Male,Yes,50,Yes,Artist,0,Average,4,Cat_6
4149027,Female,Yes,39,No,Engineer,9,Average,6,Cat_4
3371225,Female,Yes,35,No,Engineer,2,Average,6,Cat_2
3946577,Male,No,28,Yes,Entertainment,,Low,3,Cat_4
3596995,Female,No,33,Yes,Engineer,1,Low,3,Cat_6
3777561,Female,Yes,35,Yes,Healthcare,1,Low,3,Cat_6
3806631,Male,Yes,48,Yes,Entertainment,0,Average,4,Cat_6
3908876,Female,Yes,50,Yes,Artist,1,High,3,Cat_4
4132201,Male,Yes,47,No,Entertainment,0,Average,4,Cat_6
3742073,Female,No,50,Yes,Artist,4,Low,1,Cat_6
4171272,Male,Yes,56,Yes,Artist,,Low,4,Cat_3
3581129,Female,No,26,No,Healthcare,10,Low,1,Cat_6
3941211,Male,No,21,No,Healthcare,0,Low,4,Cat_6
3271319,Male,Yes,61,Yes,Entertainment,1,Average,4,Cat_6
3994413,Female,Yes,88,No,Lawyer,0,High,2,Cat_6
3939985,Male,No,72,No,Marketing,1,Low,2,Cat_6
4018377,Male,Yes,61,Yes,Artist,1,Low,2,Cat_6
3313202,Female,Yes,45,No,Engineer,8,Low,,Cat_6
3585953,Female,Yes,51,No,Engineer,1,Average,5,Cat_4
3807624,Male,No,42,Yes,Artist,6,Low,2,Cat_3
4165261,Male,Yes,59,No,Entertainment,8,Average,3,Cat_6
4175067,Female,No,45,Yes,Healthcare,4,Low,1,Cat_6
3456515,Female,Yes,68,Yes,Artist,,Average,3,Cat_6
4061349,Female,Yes,85,Yes,Lawyer,0,High,2,Cat_6
3609038,Male,Yes,46,Yes,Doctor,1,Average,4,Cat_6
3483444,Female,Yes,32,Yes,Artist,0,Average,2,Cat_6
3702892,Female,Yes,70,Yes,Engineer,0,Low,1,Cat_6
3834061,Male,Yes,37,Yes,Entertainment,,Low,,Cat_3
3917937,Female,No,30,No,Marketing,1,Low,4,Cat_6
3894083,Female,No,33,Yes,Engineer,1,Low,2,Cat_6
4109633,Male,Yes,61,No,Healthcare,,Low,3,Cat_6
4189502,Female,No,37,Yes,Engineer,0,Low,1,Cat_4
3396637,Male,Yes,32,Yes,Entertainment,6,Low,2,Cat_2
3563403,Male,Yes,52,Yes,Artist,0,High,2,Cat_6
3719457,Female,Yes,42,No,Entertainment,0,Average,3,Cat_6
3918087,Male,Yes,47,Yes,Artist,3,Average,2,Cat_6
3926420,Female,Yes,52,Yes,Artist,9,Low,2,Cat_6
3994094,Male,Yes,66,Yes,Entertainment,0,Average,3,Cat_6
3784013,Female,No,28,No,Engineer,,Low,6,Cat_6
3866306,Female,Yes,47,Yes,Marketing,1,Low,1,Cat_6
3593618,Male,Yes,52,Yes,Entertainment,1,Average,3,Cat_6
3408875,Male,No,27,No,Healthcare,2,Low,4,Cat_3
3302693,Female,Yes,56,Yes,Artist,0,Average,5,Cat_6
4037627,Female,Yes,53,No,Engineer,7,Average,6,Cat_4
3423678,Female,Yes,45,Yes,Artist,1,Average,4,Cat_4
3449943,Female,No,37,No,Homemaker,1,Low,1,Cat_1
3905686,Female,Yes,36,No,Artist,2,Average,4,Cat_3
3585826,Male,No,25,Yes,Entertainment,2,Low,3,Cat_1
3937826,Female,Yes,45,Yes,Artist,1,Average,2,Cat_6
3359786,Male,Yes,72,Yes,Homemaker,9,Low,,
3689860,Male,No,35,Yes,Entertainment,1,Low,3,Cat_3
4169522,Female,Yes,72,Yes,Lawyer,1,High,2,Cat_6
4167307,Female,Yes,31,No,Artist,1,Low,4,Cat_6
3976789,Male,Yes,47,No,Entertainment,4,Average,3,Cat_6
3359501,Male,No,20,No,Healthcare,7,Low,3,Cat_6
3881250,Female,Yes,73,Yes,Lawyer,1,Low,2,Cat_6
3861374,Male,Yes,29,No,Doctor,,High,2,Cat_3
3468112,Male,Yes,25,No,Entertainment,3,Average,2,Cat_3
3649040,Male,Yes,52,Yes,Executive,0,High,4,Cat_6
3663944,Female,No,27,Yes,Artist,1,Low,6,Cat_6
3319861,Male,Yes,52,Yes,Executive,1,Average,4,Cat_2
3302881,Female,Yes,49,Yes,Artist,0,Low,1,Cat_6
4029558,Male,Yes,60,,,,Average,4,Cat_6
3413180,Male,No,45,Yes,Marketing,0,Low,1,Cat_3
3718598,Male,Yes,59,Yes,Artist,4,Low,1,Cat_4
3988385,Female,No,18,No,Healthcare,8,Low,5,Cat_6
3334154,Male,No,18,No,Healthcare,0,Low,3,Cat_6
3303589,Male,Yes,55,No,Artist,1,Low,1,Cat_6
4171477,Female,No,59,Yes,Entertainment,1,Low,1,Cat_6
3275525,Male,No,22,No,Healthcare,0,Low,2,Cat_6
3638244,Male,Yes,52,Yes,Executive,0,High,4,Cat_6
4199104,Male,Yes,51,Yes,Artist,1,Average,3,Cat_6
3631560,Male,Yes,35,No,Executive,0,High,5,Cat_6
3414075,Female,No,26,No,Executive,8,Low,3,Cat_6
3669074,Male,Yes,38,Yes,Entertainment,1,Average,2,Cat_6
3671424,Male,Yes,43,Yes,Doctor,1,Low,4,Cat_3
3411191,Male,No,41,Yes,Entertainment,1,Low,2,Cat_3
3429480,Female,No,27,No,Homemaker,8,Low,,Cat_4
3559360,Male,Yes,60,Yes,,0,Low,1,Cat_6
3431538,Female,No,25,No,Doctor,,Low,4,Cat_6
3352331,Male,No,18,No,Healthcare,,Low,5,Cat_4
3357257,Male,Yes,47,Yes,Artist,0,Average,4,Cat_3
3322137,Male,Yes,71,No,Marketing,1,Low,1,Cat_6
3522998,Female,No,32,Yes,Entertainment,1,Low,3,Cat_6
3466941,Male,Yes,60,Yes,Entertainment,1,Average,3,Cat_6
4002203,Female,No,33,Yes,Healthcare,0,Low,,Cat_6
4212955,Female,No,37,Yes,Artist,9,Low,1,Cat_2
3316629,Male,Yes,48,Yes,Homemaker,9,Low,1,Cat_3
3436314,Female,,33,No,Engineer,7,High,5,Cat_4
4146638,Female,Yes,68,Yes,Artist,1,Average,2,Cat_6
3505883,Male,Yes,51,No,Artist,0,Low,3,Cat_6
4094447,Male,Yes,52,Yes,Executive,1,Low,4,Cat_6
3764856,Male,Yes,31,Yes,Marketing,13,High,4,Cat_4
3351874,Male,No,39,No,Engineer,1,Low,1,Cat_6
3976255,Male,,60,Yes,Lawyer,1,High,1,Cat_6
3815047,Female,Yes,50,Yes,Executive,4,High,3,Cat_6
4036850,Female,No,19,No,Healthcare,,Low,4,Cat_1
3753658,Male,No,18,No,Healthcare,0,Low,6,Cat_6
3412603,Male,Yes,37,Yes,Artist,0,Low,2,Cat_6
3425062,Female,Yes,50,Yes,Doctor,1,Average,3,Cat_6
3541558,Female,No,20,No,Healthcare,0,Low,,Cat_6
3519537,Male,No,19,No,Healthcare,1,Low,6,Cat_6
4011252,Male,No,31,Yes,Healthcare,0,Low,4,Cat_6
3669538,Male,Yes,53,Yes,Doctor,14,Average,2,Cat_6
3647622,Female,Yes,26,Yes,Artist,12,Average,2,Cat_6
3939918,Male,No,37,Yes,Healthcare,8,Low,3,Cat_6
3764484,Female,Yes,49,No,Healthcare,,Average,2,Cat_4
